Time,Proton_V_nonlin,Proton_Np_nonlin,BX,BY,BZ
2020-01-01T00:02:12.057Z,298.0,7.79,2.54,1.53,0.0369
2020-01-01T00:03:51.300Z,298.0,8.29,2.58,1.56,-0.0274
2020-01-01T00:05:30.544Z,293.0,5.77,2.81,1.48,-0.0857
2020-01-01T00:07:09.788Z,292.0,5.17,2.87,1.1,-0.0848
2020-01-01T00:08:45.930Z,292.0,5.28,2.91,0.869,0.159
2020-01-01T00:10:25.174Z,290.0,4.91,2.82,0.681,0.0259
2020-01-01T00:12:04.417Z,297.0,7.97,2.74,0.886,0.0452
2020-01-01T00:13:43.661Z,301.0,7.66,2.37,0.894,0.784
2020-01-01T00:15:22.905Z,298.0,7.46,2.78,0.435,0.961
2020-01-01T00:16:59.047Z,296.0,7.75,3.2,0.329,0.822
2020-01-01T00:18:38.291Z,293.0,6.69,3.19,0.236,0.951
2020-01-01T00:20:17.534Z,297.0,7.45,2.99,-0.236,1.05
2020-01-01T00:21:56.778Z,297.0,7.56,2.83,-0.14,1.1
2020-01-01T00:23:36.022Z,297.0,7.66,2.85,-0.576,1.11
2020-01-01T00:25:15.266Z,294.0,4.9,2.6,-1.42,1.6
2020-01-01T00:26:54.509Z,300.0,7.7,2.12,-1.83,1.47
2020-01-01T00:28:33.753Z,307.0,9.11,0.981,-2.35,1.5
2020-01-01T00:30:12.997Z,301.0,7.68,2.45,-2.28,1.58
2020-01-01T00:31:55.342Z,302.0,3.64,3.17,-2.29,2.08
2020-01-01T00:33:34.585Z,305.0,5.95,3.21,-2.12,2.09
2020-01-01T00:35:13.829Z,302.0,4.21,3.22,-2.09,2.15
2020-01-01T00:36:53.073Z,302.0,6.69,3.09,-2.06,2.07
2020-01-01T00:38:32.316Z,296.0,5.27,3.42,-1.95,1.98
2020-01-01T00:40:11.560Z,302.0,3.89,3.97,-2.26,2.21
2020-01-01T00:41:50.804Z,303.0,5.13,3.93,-2.32,2.26
2020-01-01T00:43:30.048Z,306.0,7.36,3.77,-2.11,1.91
2020-01-01T00:45:09.291Z,300.0,9.34,3.5,-0.611,0.782
2020-01-01T00:46:45.434Z,301.0,9.77,3.42,-1.27,0.852
2020-01-01T00:48:24.677Z,303.0,9.41,3.36,-1.52,1.02
2020-01-01T00:50:03.921Z,301.0,9.41,3.43,-1.37,0.835
2020-01-01T00:51:43.165Z,301.0,8.75,3.74,-1.33,0.412
2020-01-01T00:53:22.408Z,299.0,8.69,3.66,-1.47,0.407
2020-01-01T00:55:01.652Z,303.0,11.0,2.14,-0.968,0.176
2020-01-01T00:56:40.896Z,299.0,9.99,2.66,-0.961,0.0295
2020-01-01T00:58:20.139Z,300.0,9.6,2.73,-1.43,-0.333
2020-01-01T00:59:59.383Z,299.0,9.57,2.78,-1.63,-0.418
2020-01-01T01:01:38.627Z,300.0,9.68,3.06,-1.77,-0.686
2020-01-01T01:03:17.871Z,302.0,10.1,2.98,-1.96,-0.739
2020-01-01T01:04:57.114Z,299.0,7.72,3.36,-1.82,-1.04
2020-01-01T01:06:36.358Z,307.0,12.2,3.5,-1.43,-2.0
2020-01-01T01:08:15.602Z,295.0,8.46,3.73,-1.22,-1.76
2020-01-01T01:09:54.845Z,308.0,11.9,2.88,-1.19,-2.06
2020-01-01T01:11:34.089Z,298.0,9.36,3.51,-2.02,-0.893
2020-01-01T01:13:13.333Z,296.0,8.88,3.56,-1.89,-1.02
2020-01-01T01:14:52.576Z,295.0,8.09,3.56,-1.79,-0.842
2020-01-01T01:16:31.820Z,302.0,10.5,3.16,-2.33,1.19
2020-01-01T01:18:11.064Z,305.0,9.53,3.41,-1.81,-0.448
2020-01-01T01:19:50.308Z,294.0,7.5,3.5,-1.18,-1.54
2020-01-01T01:21:29.551Z,292.0,4.86,3.58,-1.22,-1.38
2020-01-01T01:23:08.795Z,294.0,8.21,3.46,-1.21,-1.26
2020-01-01T01:24:48.039Z,292.0,7.76,2.89,-0.536,-1.65
2020-01-01T01:26:27.282Z,300.0,10.8,2.93,-0.659,-1.38
2020-01-01T01:28:03.425Z,293.0,5.64,2.89,-0.568,-1.85
2020-01-01T01:29:42.668Z,299.0,3.88,4.24,-2.42,-0.785
2020-01-01T01:31:21.912Z,312.0,8.37,4.37,-2.49,-0.543
2020-01-01T01:33:01.156Z,312.0,8.82,4.33,-2.6,-0.357
2020-01-01T01:34:40.399Z,311.0,8.92,4.39,-2.58,-0.373
2020-01-01T01:36:19.643Z,300.0,4.63,4.6,-2.64,-0.437
2020-01-01T01:37:58.887Z,308.0,8.72,4.59,-2.62,-0.586
2020-01-01T01:39:38.131Z,305.0,7.85,4.62,-2.47,-0.226
2020-01-01T01:41:17.374Z,301.0,5.08,4.8,-2.5,-0.0163
2020-01-01T01:42:56.618Z,298.0,4.62,4.79,-2.56,-0.108
2020-01-01T01:44:35.862Z,297.0,5.39,5.13,-2.09,0.034
2020-01-01T01:46:15.105Z,296.0,5.41,5.1,-2.23,-0.243
2020-01-01T01:47:54.349Z,296.0,4.77,5.14,-2.39,-0.387
2020-01-01T01:49:33.593Z,297.0,5.2,5.14,-2.51,-0.244
2020-01-01T01:51:12.837Z,298.0,5.01,5.08,-2.64,0.19
2020-01-01T01:52:52.080Z,297.0,4.95,5.0,-2.59,0.267
2020-01-01T01:54:31.324Z,297.0,4.93,5.09,-2.46,0.369
2020-01-01T01:56:10.568Z,297.0,5.56,5.24,-2.42,0.291
2020-01-01T01:57:49.811Z,297.0,5.05,5.29,-2.36,0.281
2020-01-01T01:59:29.055Z,297.0,5.15,5.28,-2.31,0.354
2020-01-01T02:01:08.299Z,295.0,4.93,5.26,-2.14,0.328
2020-01-01T02:02:47.542Z,295.0,5.15,5.26,-1.89,-0.0143
2020-01-01T02:04:26.786Z,295.0,5.22,5.22,-1.96,0.234
2020-01-01T02:06:02.929Z,296.0,5.02,5.2,-2.0,0.346
2020-01-01T02:07:42.172Z,296.0,5.03,5.24,-1.87,0.505
2020-01-01T02:09:21.416Z,295.0,3.96,5.06,-1.69,1.2
2020-01-01T02:11:00.660Z,294.0,4.38,4.76,-1.53,1.05
2020-01-01T02:12:39.903Z,297.0,5.45,4.49,-1.62,1.25
2020-01-01T02:14:19.147Z,297.0,6.53,4.42,-1.45,1.22
2020-01-01T02:15:58.391Z,297.0,4.3,4.5,-1.58,1.1
2020-01-01T02:17:37.634Z,298.0,4.15,4.59,-1.66,1.01
2020-01-01T02:19:16.878Z,297.0,6.35,4.31,-1.52,1.05
2020-01-01T02:20:56.122Z,294.0,7.34,3.86,-1.54,1.11
2020-01-01T02:22:35.366Z,295.0,5.34,4.47,-1.11,1.35
2020-01-01T02:24:14.609Z,295.0,5.91,4.36,-1.29,1.3
2020-01-01T02:25:53.853Z,297.0,4.7,4.49,-1.53,1.24
2020-01-01T02:27:33.097Z,295.0,4.13,4.17,-1.53,1.33
2020-01-01T02:29:12.340Z,291.0,6.04,3.93,-1.61,1.36
2020-01-01T02:30:51.584Z,297.0,4.08,4.33,-1.57,1.2
2020-01-01T02:32:30.828Z,293.0,6.2,4.17,-1.34,1.29
2020-01-01T02:34:10.072Z,291.0,6.41,4.25,-1.19,1.26
2020-01-01T02:35:46.214Z,295.0,4.65,4.65,-1.34,1.41
2020-01-01T02:37:25.458Z,297.0,5.9,4.55,-1.42,1.76
2020-01-01T02:39:04.701Z,302.0,11.1,2.19,1.43,1.33
2020-01-01T02:40:43.945Z,302.0,7.98,2.29,0.84,1.51
2020-01-01T02:42:23.189Z,300.0,10.7,2.83,0.506,1.4
2020-01-01T02:43:59.331Z,300.0,11.1,3.02,0.42,1.31
2020-01-01T02:45:38.575Z,300.0,11.5,3.18,0.662,1.33
2020-01-01T02:47:17.818Z,299.0,11.3,3.05,0.746,1.42
2020-01-01T02:48:57.062Z,301.0,11.9,2.25,1.77,1.46
2020-01-01T02:50:36.306Z,299.0,12.0,1.99,2.01,1.26
2020-01-01T02:52:15.550Z,302.0,12.2,1.32,2.22,1.12
2020-01-01T02:53:54.793Z,304.0,11.8,2.07,1.87,1.51
2020-01-01T02:55:34.037Z,306.0,8.61,3.52,-0.609,2.02
2020-01-01T02:57:13.281Z,307.0,8.86,3.57,-1.52,1.93
2020-01-01T02:58:52.524Z,310.0,8.18,3.75,-1.23,2.41
2020-01-01T03:00:31.768Z,310.0,8.09,3.66,-1.16,2.18
2020-01-01T03:02:11.012Z,310.0,8.61,3.72,-1.09,2.3
2020-01-01T03:03:50.256Z,313.0,8.98,3.69,-0.97,2.34
2020-01-01T03:05:29.499Z,304.0,5.2,3.89,-0.912,2.38
2020-01-01T03:07:08.743Z,305.0,6.27,3.86,-0.888,2.35
2020-01-01T03:08:47.987Z,312.0,8.91,3.67,-0.726,2.36
2020-01-01T03:10:27.230Z,313.0,9.42,3.44,-0.594,2.4
2020-01-01T03:12:06.474Z,303.0,5.97,4.05,-1.23,2.15
2020-01-01T03:13:42.616Z,302.0,5.61,4.15,-1.47,2.09
2020-01-01T03:15:21.860Z,301.0,5.5,4.23,-1.48,2.1
2020-01-01T03:17:01.104Z,300.0,5.17,4.43,-1.69,2.02
2020-01-01T03:18:40.348Z,299.0,5.48,4.4,-1.55,2.06
2020-01-01T03:20:19.591Z,300.0,5.29,4.39,-1.65,1.91
2020-01-01T03:21:58.835Z,298.0,4.79,4.41,-1.42,1.98
2020-01-01T03:23:38.079Z,299.0,4.16,4.39,-1.57,1.94
2020-01-01T03:25:20.424Z,300.0,4.26,4.37,-1.32,2.04
2020-01-01T03:26:59.667Z,301.0,5.1,3.84,-1.17,2.15
2020-01-01T03:28:38.911Z,315.0,7.85,2.96,-2.86,1.92
2020-01-01T03:35:15.886Z,312.0,9.5,3.67,-0.25,1.54
2020-01-01T03:36:55.130Z,313.0,8.97,3.53,-1.22,1.49
2020-01-01T03:38:34.373Z,313.0,8.48,3.43,-1.6,1.53
2020-01-01T03:40:13.617Z,313.0,8.86,3.49,-1.16,1.43
2020-01-01T03:41:52.861Z,313.0,8.36,3.38,-1.63,1.42
2020-01-01T03:43:29.003Z,315.0,8.76,3.28,-1.52,1.53
2020-01-01T03:45:08.247Z,313.0,9.4,3.3,-1.37,1.45
2020-01-01T03:46:47.491Z,313.0,9.31,3.31,-1.33,1.4
2020-01-01T03:48:26.734Z,313.0,9.27,3.33,-1.37,1.28
2020-01-01T03:50:05.978Z,312.0,9.11,3.41,-1.44,1.1
2020-01-01T03:51:42.120Z,312.0,8.95,3.59,-1.52,1.14
2020-01-01T03:53:21.364Z,312.0,8.84,3.53,-1.37,1.05
2020-01-01T03:55:00.608Z,312.0,8.59,3.69,-1.53,1.21
2020-01-01T03:56:39.852Z,312.0,8.43,3.74,-1.53,1.17
2020-01-01T03:58:19.095Z,312.0,8.46,3.62,-1.71,1.49
2020-01-01T03:59:58.339Z,314.0,8.17,3.68,-1.87,1.55
2020-01-01T04:01:37.583Z,313.0,8.33,3.62,-2.0,1.07
2020-01-01T04:03:16.826Z,313.0,8.87,3.61,-1.99,0.898
2020-01-01T04:04:56.070Z,314.0,8.82,3.55,-2.0,0.716
2020-01-01T04:06:38.415Z,306.0,4.81,3.19,-2.56,0.399
2020-01-01T04:09:56.903Z,304.0,5.04,3.1,-2.66,-0.0141
2020-01-01T04:13:15.390Z,305.0,3.54,3.21,-2.71,0.0254
2020-01-01T04:14:54.634Z,307.0,4.08,2.93,-3.04,-0.575
2020-01-01T04:16:33.878Z,312.0,4.04,2.57,-3.08,-1.25
2020-01-01T04:18:13.121Z,316.0,8.23,2.41,-2.95,-1.66
2020-01-01T04:19:52.365Z,315.0,8.0,2.54,-3.02,-1.21
2020-01-01T04:21:31.609Z,316.0,7.67,2.58,-3.18,-1.22
2020-01-01T04:23:10.852Z,308.0,3.56,2.99,-2.94,-0.915
2020-01-01T04:24:46.995Z,303.0,5.66,3.17,-2.78,-0.697
2020-01-01T04:26:26.239Z,308.0,6.85,3.11,-2.7,-0.869
2020-01-01T04:28:05.482Z,306.0,3.58,3.11,-2.53,0.0868
2020-01-01T04:29:44.726Z,304.0,3.28,3.29,-2.39,-0.13
2020-01-01T04:31:23.970Z,305.0,5.18,3.27,-2.69,-0.58
2020-01-01T04:33:00.112Z,302.0,3.48,3.4,-2.69,-0.399
2020-01-01T04:36:18.599Z,305.0,3.66,3.11,-2.91,-0.679
2020-01-01T04:37:57.843Z,304.0,3.14,3.49,-2.4,-0.772
2020-01-01T04:41:16.331Z,298.0,3.99,3.6,-2.3,-0.692
2020-01-01T04:42:55.574Z,301.0,5.87,3.62,-2.11,-0.808
2020-01-01T04:44:34.818Z,301.0,5.25,3.55,-2.4,-0.606
2020-01-01T04:46:14.062Z,301.0,6.0,3.51,-2.47,-0.435
2020-01-01T04:47:53.306Z,307.0,4.02,2.8,-3.11,0.31
2020-01-01T04:49:32.549Z,307.0,4.32,2.82,-3.22,0.6
2020-01-01T04:51:11.793Z,300.0,2.98,3.54,-2.56,-0.532
2020-01-01T04:52:51.037Z,300.0,3.34,3.49,-2.08,-1.32
2020-01-01T04:56:09.524Z,299.0,3.53,3.44,-1.92,-1.61
2020-01-01T04:57:48.768Z,304.0,7.8,3.34,-2.24,-1.34
2020-01-01T04:59:28.012Z,307.0,7.94,3.35,-2.38,-1.34
2020-01-01T05:01:07.255Z,314.0,7.41,2.9,-2.11,-2.7
2020-01-01T05:02:46.499Z,310.0,7.84,2.77,-1.86,-2.67
2020-01-01T05:04:25.743Z,308.0,8.12,2.65,-1.71,-2.68
2020-01-01T05:06:04.986Z,311.0,8.18,2.54,-1.1,-3.56
2020-01-01T05:07:44.230Z,315.0,7.54,2.16,-0.185,-4.24
2020-01-01T05:09:23.474Z,306.0,4.15,3.06,-3.3,-1.12
2020-01-01T05:11:02.718Z,307.0,4.74,3.06,-3.35,-0.984
2020-01-01T05:12:41.961Z,306.0,4.66,3.12,-3.26,-0.911
2020-01-01T05:14:21.205Z,306.0,5.11,3.17,-3.46,-0.563
2020-01-01T05:16:00.449Z,312.0,6.64,3.44,-3.27,0.222
2020-01-01T05:17:39.693Z,306.0,4.26,3.0,-3.0,-0.324
2020-01-01T05:19:18.936Z,319.0,8.11,1.94,-2.05,-2.43
2020-01-01T05:20:58.180Z,327.0,9.07,-0.424,0.154,-3.61
2020-01-01T05:22:37.424Z,331.0,9.18,-1.01,0.0734,-3.46
2020-01-01T05:24:16.667Z,330.0,9.26,-0.919,-0.0503,-3.65
2020-01-01T05:25:55.911Z,330.0,9.16,-0.656,-0.148,-3.73
2020-01-01T05:27:35.155Z,328.0,9.06,-0.302,-0.285,-3.75
2020-01-01T05:29:14.399Z,329.0,9.44,-0.674,-0.256,-3.8
2020-01-01T05:30:53.642Z,329.0,9.77,-0.27,-0.643,-3.88
2020-01-01T05:32:32.886Z,338.0,9.31,-1.29,0.128,-3.48
2020-01-01T05:34:12.130Z,336.0,9.32,-0.479,-0.46,-3.6
2020-01-01T05:35:51.373Z,336.0,9.22,0.129,-0.947,-3.26
2020-01-01T05:37:30.617Z,331.0,9.52,0.868,-1.19,-2.58
2020-01-01T05:39:09.861Z,332.0,9.58,1.1,-0.615,-2.39
2020-01-01T05:40:49.105Z,335.0,9.5,0.0997,-0.638,-3.23
2020-01-01T05:42:28.348Z,330.0,9.61,-0.0955,-0.576,-3.73
2020-01-01T05:44:04.491Z,332.0,9.57,-0.258,-0.474,-3.86
2020-01-01T05:45:43.734Z,328.0,8.64,0.502,-1.21,-3.65
2020-01-01T05:47:22.978Z,329.0,9.62,0.353,-0.771,-3.82
2020-01-01T05:49:02.222Z,328.0,8.92,0.575,-1.28,-3.68
2020-01-01T05:50:41.466Z,328.0,8.93,0.5,-0.54,-4.0
2020-01-01T05:52:20.709Z,331.0,9.0,-0.559,-0.346,-4.08
2020-01-01T05:53:59.953Z,329.0,6.84,0.335,-0.71,-4.04
2020-01-01T05:55:39.197Z,323.0,8.84,1.39,-1.87,-3.59
2020-01-01T05:57:18.441Z,321.0,8.11,1.78,-1.12,-3.72
2020-01-01T05:58:57.684Z,322.0,8.39,2.01,-1.81,-3.54
2020-01-01T06:00:36.928Z,321.0,8.39,2.45,-1.68,-3.34
2020-01-01T06:02:16.172Z,321.0,8.37,2.63,-1.74,-3.1
2020-01-01T06:03:55.415Z,322.0,8.81,2.46,-2.18,-3.05
2020-01-01T06:05:34.659Z,323.0,8.6,2.0,-2.51,-3.12
2020-01-01T06:07:13.903Z,325.0,7.85,1.78,-3.14,-3.15
2020-01-01T06:08:53.147Z,323.0,7.82,1.78,-3.27,-3.3
2020-01-01T06:10:32.390Z,323.0,7.92,1.71,-3.12,-3.18
2020-01-01T06:12:11.634Z,326.0,8.15,1.41,-3.05,-2.67
2020-01-01T06:13:50.878Z,325.0,8.34,1.66,-2.92,-2.8
2020-01-01T06:15:30.122Z,326.0,7.99,1.81,-2.96,-3.09
2020-01-01T06:17:09.365Z,327.0,8.34,1.62,-2.71,-3.1
2020-01-01T06:18:48.609Z,326.0,8.15,1.38,-2.6,-3.58
2020-01-01T06:20:27.853Z,325.0,8.46,1.36,-3.12,-3.42
2020-01-01T06:22:03.995Z,327.0,7.83,1.28,-3.41,-3.47
2020-01-01T06:23:43.239Z,325.0,8.15,1.1,-3.11,-3.38
2020-01-01T06:25:22.483Z,323.0,8.26,1.21,-3.08,-3.23
2020-01-01T06:27:01.726Z,323.0,8.92,1.48,-3.09,-2.35
2020-01-01T06:28:40.970Z,322.0,8.68,1.51,-3.12,-2.46
2020-01-01T06:30:20.214Z,327.0,7.87,1.32,-2.85,-3.42
2020-01-01T06:31:59.457Z,324.0,7.78,1.49,-2.71,-3.49
2020-01-01T06:33:38.701Z,323.0,7.82,1.18,-2.2,-3.66
2020-01-01T06:35:17.945Z,327.0,8.29,0.711,-2.8,-3.32
2020-01-01T06:36:57.189Z,327.0,8.47,0.8,-2.68,-3.46
2020-01-01T06:38:36.432Z,324.0,8.0,1.04,-2.78,-3.37
2020-01-01T06:40:15.676Z,325.0,7.77,1.33,-2.76,-3.37
2020-01-01T06:41:54.920Z,326.0,7.75,1.4,-2.53,-3.39
2020-01-01T06:43:34.164Z,325.0,7.95,1.53,-2.43,-3.35
2020-01-01T06:45:13.407Z,327.0,7.8,1.06,-3.06,-3.09
2020-01-01T06:46:52.651Z,323.0,7.44,1.8,-2.82,-3.08
2020-01-01T06:48:31.895Z,324.0,7.87,1.03,-2.62,-3.32
2020-01-01T06:50:11.138Z,323.0,7.27,1.44,-2.84,-3.17
2020-01-01T06:51:47.281Z,322.0,8.15,1.36,-2.69,-2.87
2020-01-01T06:53:26.525Z,330.0,8.09,0.579,-3.1,-2.95
2020-01-01T06:55:05.768Z,326.0,7.41,1.07,-2.69,-3.33
2020-01-01T06:56:45.012Z,324.0,7.52,1.28,-2.58,-3.39
2020-01-01T06:58:24.256Z,325.0,7.38,1.39,-2.92,-3.17
2020-01-01T07:00:03.499Z,322.0,7.4,1.62,-3.17,-2.76
2020-01-01T07:01:42.743Z,326.0,7.83,0.864,-2.34,-3.53
2020-01-01T07:03:21.987Z,329.0,8.02,0.782,-2.05,-3.6
2020-01-01T07:05:01.231Z,325.0,8.55,0.872,-1.94,-3.57
2020-01-01T07:06:40.474Z,332.0,7.57,0.2,-2.48,-3.45
2020-01-01T07:08:19.718Z,329.0,7.82,0.684,-2.33,-3.41
2020-01-01T07:09:58.962Z,326.0,7.92,0.645,-2.29,-3.53
2020-01-01T07:11:38.206Z,332.0,8.08,0.0452,-2.58,-3.32
2020-01-01T07:13:17.449Z,330.0,7.58,0.654,-2.04,-3.45
2020-01-01T07:14:56.693Z,330.0,7.93,0.467,-2.03,-3.28
2020-01-01T07:16:35.937Z,333.0,7.58,0.405,-2.09,-3.18
2020-01-01T07:18:18.282Z,332.0,8.11,0.185,-1.6,-3.17
2020-01-01T07:19:57.526Z,333.0,7.84,-0.0669,-2.17,-2.99
2020-01-01T07:21:36.769Z,334.0,7.91,-0.00385,-2.54,-2.84
2020-01-01T07:23:16.013Z,334.0,8.04,0.0337,-2.08,-2.8
2020-01-01T07:24:55.257Z,335.0,8.13,0.111,-1.83,-2.13
2020-01-01T07:26:34.501Z,337.0,8.88,-0.471,-1.89,-1.74
2020-01-01T07:28:13.744Z,338.0,8.72,-0.386,-1.82,-1.93
2020-01-01T07:29:52.988Z,338.0,8.41,-0.251,-1.76,-2.05
2020-01-01T07:31:32.232Z,337.0,8.35,-0.165,-1.62,-2.11
2020-01-01T07:33:08.374Z,341.0,8.2,-0.666,-1.72,-2.38
2020-01-01T07:34:47.618Z,340.0,8.59,-1.01,-1.66,-2.34
2020-01-01T07:36:26.862Z,338.0,8.04,-0.309,-1.65,-2.83
2020-01-01T07:41:24.593Z,338.0,8.06,-0.306,-1.71,-2.81
2020-01-01T07:43:03.837Z,337.0,8.18,0.069,-1.72,-2.96
2020-01-01T07:44:43.080Z,337.0,8.19,-0.118,-1.69,-2.87
2020-01-01T07:46:22.324Z,334.0,7.93,0.235,-1.82,-2.94
2020-01-01T07:48:01.568Z,334.0,8.53,-0.198,-1.7,-2.92
2020-01-01T07:49:40.811Z,337.0,8.26,-0.291,-1.85,-2.89
2020-01-01T07:51:20.055Z,334.0,8.69,0.253,-1.75,-3.06
2020-01-01T07:52:59.299Z,336.0,8.25,-0.253,-1.68,-3.08
2020-01-01T07:54:38.543Z,329.0,8.45,0.493,-2.06,-2.74
2020-01-01T07:56:17.786Z,332.0,8.41,0.226,-1.95,-3.04
2020-01-01T07:57:57.030Z,331.0,8.75,0.23,-2.24,-3.06
2020-01-01T07:59:39.375Z,332.0,9.04,0.23,-1.67,-3.31
2020-01-01T08:01:18.619Z,337.0,9.5,-0.166,-2.03,-2.96
2020-01-01T08:02:57.863Z,331.0,8.36,0.217,-1.86,-2.94
2020-01-01T08:04:37.106Z,329.0,8.83,0.342,-1.73,-2.93
2020-01-01T08:06:16.350Z,332.0,8.69,0.197,-1.84,-2.95
2020-01-01T08:07:55.594Z,329.0,9.07,0.455,-1.9,-2.89
2020-01-01T08:09:34.838Z,327.0,8.67,0.729,-0.988,-3.32
2020-01-01T08:11:14.081Z,323.0,8.52,2.27,-1.44,-2.05
2020-01-01T08:12:53.325Z,322.0,8.37,2.32,-2.63,-1.45
2020-01-01T08:14:32.569Z,320.0,8.18,2.54,-2.27,-2.11
2020-01-01T08:16:11.813Z,323.0,8.88,2.07,-2.29,-2.55
2020-01-01T08:17:51.056Z,326.0,8.74,1.85,-2.18,-2.71
2020-01-01T08:19:30.300Z,322.0,8.56,2.35,-2.19,-2.57
2020-01-01T08:21:09.544Z,322.0,8.57,2.08,-2.19,-2.51
2020-01-01T08:22:48.788Z,324.0,8.79,3.13,-1.53,-0.695
2020-01-01T08:24:28.031Z,326.0,8.01,3.29,0.576,3.32
2020-01-01T08:26:04.174Z,325.0,8.1,3.52,0.638,3.21
2020-01-01T08:27:43.417Z,325.0,7.92,3.54,0.7,3.03
2020-01-01T08:29:22.661Z,325.0,7.89,3.56,0.643,2.97
2020-01-01T08:31:01.905Z,325.0,8.24,3.68,0.608,3.07
2020-01-01T08:32:41.149Z,325.0,8.31,3.78,0.5,3.06
2020-01-01T08:34:20.392Z,325.0,8.16,3.86,0.417,2.96
2020-01-01T08:35:59.636Z,325.0,8.18,3.98,0.274,2.89
2020-01-01T08:37:38.880Z,324.0,8.36,3.95,0.0975,2.82
2020-01-01T08:39:18.124Z,324.0,8.38,4.08,-0.0499,2.91
2020-01-01T08:40:57.367Z,324.0,8.17,4.05,-0.101,3.01
2020-01-01T08:42:36.611Z,324.0,8.32,4.09,-0.0467,2.83
2020-01-01T08:44:15.855Z,323.0,8.38,4.24,-0.114,2.46
2020-01-01T08:45:55.099Z,323.0,8.33,4.31,-0.178,2.25
2020-01-01T08:47:34.342Z,323.0,8.57,4.42,-0.15,2.2
2020-01-01T08:49:13.586Z,323.0,8.54,4.44,-0.176,2.33
2020-01-01T08:50:52.830Z,322.0,8.15,4.49,-0.422,2.36
2020-01-01T08:52:32.074Z,321.0,8.21,4.57,-0.546,2.07
2020-01-01T08:54:11.317Z,322.0,8.3,4.7,-0.438,1.9
2020-01-01T08:55:47.460Z,321.0,7.88,4.72,-0.334,1.86
2020-01-01T08:57:26.704Z,322.0,8.29,4.67,-0.184,1.87
2020-01-01T08:59:05.947Z,322.0,8.42,4.61,-0.273,2.0
2020-01-01T09:00:45.191Z,322.0,8.16,4.53,-0.502,2.21
2020-01-01T09:02:24.435Z,323.0,8.78,4.06,-0.472,2.51
2020-01-01T09:04:03.679Z,326.0,10.7,3.47,0.548,2.93
2020-01-01T09:05:42.922Z,325.0,9.31,3.74,0.753,2.45
2020-01-01T09:07:22.166Z,324.0,8.75,4.34,-0.631,2.08
2020-01-01T09:09:01.410Z,321.0,8.46,4.27,-0.254,2.15
2020-01-01T09:10:40.653Z,320.0,8.18,4.09,-0.386,2.1
2020-01-01T09:12:19.897Z,325.0,9.49,4.08,-0.498,2.18
2020-01-01T09:13:59.141Z,322.0,9.28,4.23,-0.936,1.78
2020-01-01T09:15:38.385Z,321.0,9.07,4.27,-1.16,1.46
2020-01-01T09:17:17.629Z,323.0,9.36,4.04,-1.23,1.19
2020-01-01T09:18:56.872Z,326.0,10.5,3.89,-1.18,1.28
2020-01-01T09:20:36.116Z,325.0,10.1,4.08,-1.63,0.863
2020-01-01T09:22:15.360Z,326.0,10.5,4.01,-1.72,0.78
2020-01-01T09:23:54.603Z,324.0,9.7,4.14,-2.04,0.592
2020-01-01T09:25:33.847Z,326.0,10.1,3.61,-2.42,0.328
2020-01-01T09:27:13.091Z,324.0,10.1,3.76,-2.67,0.413
2020-01-01T09:28:52.335Z,326.0,10.2,3.29,-3.26,0.241
2020-01-01T09:30:31.579Z,327.0,10.4,3.03,-3.22,-0.454
2020-01-01T09:32:10.822Z,324.0,9.84,3.12,-3.05,-0.539
2020-01-01T09:33:50.066Z,325.0,10.3,3.25,-2.98,-0.452
2020-01-01T09:35:29.310Z,324.0,10.3,3.13,-2.89,-0.45
2020-01-01T09:37:08.553Z,323.0,10.5,3.08,-2.76,-0.507
2020-01-01T09:38:47.797Z,326.0,10.9,3.51,-1.86,0.245
2020-01-01T09:40:27.041Z,325.0,10.7,3.97,-0.633,0.929
2020-01-01T09:42:06.285Z,324.0,9.68,4.3,-0.516,1.48
2020-01-01T09:43:45.529Z,324.0,9.71,4.17,-0.745,1.27
2020-01-01T09:45:24.772Z,327.0,10.2,2.91,-2.96,-1.6
2020-01-01T09:47:04.016Z,327.0,9.87,2.76,-3.23,-1.4
2020-01-01T09:48:43.260Z,326.0,9.79,2.9,-3.16,-1.16
2020-01-01T09:50:22.504Z,327.0,9.85,2.95,-3.05,-1.24
2020-01-01T09:52:01.747Z,325.0,9.76,3.07,-2.9,-1.35
2020-01-01T09:53:40.991Z,325.0,9.75,3.25,-2.52,-1.39
2020-01-01T09:55:20.235Z,325.0,10.1,3.57,-2.47,-0.898
2020-01-01T09:56:59.479Z,325.0,9.71,3.34,-2.73,-1.68
2020-01-01T09:58:38.722Z,314.0,4.92,3.85,-2.36,-1.31
2020-01-01T10:00:17.966Z,318.0,6.21,3.98,-2.45,-1.43
2020-01-01T10:01:57.210Z,322.0,8.52,4.11,-2.38,-1.43
2020-01-01T10:03:36.454Z,311.0,4.78,4.45,-2.01,-0.996
2020-01-01T10:05:15.697Z,311.0,4.91,4.47,-2.06,-0.973
2020-01-01T10:06:54.941Z,309.0,4.45,4.65,-1.75,-0.821
2020-01-01T10:08:34.185Z,309.0,4.43,4.77,-1.53,-0.624
2020-01-01T10:10:13.428Z,307.0,4.45,4.81,-1.48,-0.657
2020-01-01T10:13:31.916Z,308.0,5.04,4.94,-1.17,-0.689
2020-01-01T10:15:11.160Z,307.0,4.49,4.96,-0.995,-0.604
