Time,Proton_V_nonlin,Proton_Np_nonlin,BX,BY,BZ
2020-01-02T13:56:07.317Z,325.0,6.1,-0.0124,-1.25,-0.692
2020-01-02T13:57:46.561Z,327.0,6.14,0.0608,-1.33,-0.703
2020-01-02T13:59:25.805Z,327.0,6.2,0.0606,-1.23,-0.604
2020-01-02T14:01:05.049Z,327.0,6.3,-0.0102,-1.27,-0.643
2020-01-02T14:02:44.293Z,327.0,6.5,0.415,-1.13,-0.723
2020-01-02T14:04:23.537Z,326.0,6.67,0.896,-1.22,-0.806
2020-01-02T14:06:02.781Z,326.0,6.53,0.801,-1.14,-0.735
2020-01-02T14:07:42.024Z,326.0,6.51,0.54,-1.22,-0.626
2020-01-02T14:09:21.268Z,327.0,6.46,0.405,-1.32,-0.663
2020-01-02T14:11:00.512Z,327.0,6.11,0.429,-1.62,-0.678
2020-01-02T14:12:39.756Z,325.0,6.41,0.666,-1.59,-0.832
2020-01-02T14:14:19.000Z,326.0,6.31,0.514,-1.78,-0.974
2020-01-02T14:15:58.244Z,327.0,6.03,0.446,-1.99,-0.894
2020-01-02T14:17:37.488Z,327.0,6.58,0.126,-1.83,-0.821
2020-01-02T14:19:16.732Z,331.0,6.31,-0.0743,-1.78,-0.751
2020-01-02T14:20:55.975Z,332.0,6.64,-0.127,-2.03,-0.812
2020-01-02T14:22:32.118Z,329.0,6.53,1.09,-1.41,-1.08
2020-01-02T14:24:11.362Z,329.0,6.45,1.16,-1.41,-0.97
2020-01-02T14:25:50.606Z,330.0,6.58,0.986,-1.51,-0.83
2020-01-02T14:27:29.850Z,329.0,6.46,0.756,-1.71,-0.837
2020-01-02T14:29:09.094Z,329.0,6.61,0.692,-1.73,-0.694
2020-01-02T14:30:45.236Z,329.0,6.63,0.705,-1.76,-0.568
2020-01-02T14:32:24.480Z,328.0,6.81,0.569,-1.76,-0.537
2020-01-02T14:34:03.724Z,329.0,6.92,0.447,-1.87,-0.428
2020-01-02T14:35:42.968Z,329.0,7.05,0.731,-1.38,-0.45
2020-01-02T14:37:22.211Z,330.0,7.21,0.619,-1.5,-0.47
2020-01-02T14:39:01.455Z,329.0,6.82,0.543,-1.84,-0.414
2020-01-02T14:40:40.699Z,329.0,6.6,0.902,-1.96,-0.5
2020-01-02T14:42:19.943Z,330.0,7.03,0.399,-1.84,-0.356
2020-01-02T14:43:59.187Z,329.0,6.51,1.11,-1.97,-0.492
2020-01-02T14:45:38.431Z,331.0,6.77,0.785,-1.76,-0.585
2020-01-02T14:47:17.675Z,331.0,7.15,0.449,-1.29,-0.519
2020-01-02T14:48:56.919Z,331.0,6.93,0.302,-1.62,-0.542
2020-01-02T14:50:36.163Z,333.0,7.23,0.635,-1.63,-0.31
2020-01-02T14:52:15.406Z,333.0,6.88,0.296,-1.81,-0.512
2020-01-02T14:53:54.650Z,335.0,7.48,0.00707,-1.71,-0.821
2020-01-02T14:55:33.894Z,337.0,7.06,-0.151,-1.76,-0.698
2020-01-02T14:57:13.138Z,336.0,7.07,-0.208,-1.81,-0.595
2020-01-02T14:58:52.382Z,338.0,7.01,-0.167,-1.73,-0.445
2020-01-02T15:00:28.524Z,338.0,6.98,-0.335,-1.72,-0.779
2020-01-02T15:02:07.768Z,339.0,6.98,-0.33,-1.67,-0.861
2020-01-02T15:03:47.012Z,339.0,7.4,-0.129,-1.52,-0.92
2020-01-02T15:05:26.256Z,338.0,7.45,-0.451,-1.37,-0.953
2020-01-02T15:07:05.500Z,337.0,7.9,-0.276,-1.51,-0.879
2020-01-02T15:08:44.744Z,339.0,8.09,-0.838,-1.05,-1.08
2020-01-02T15:10:23.988Z,342.0,8.11,-1.15,-0.115,-0.971
2020-01-02T15:12:03.232Z,342.0,8.08,-1.05,0.153,-0.941
2020-01-02T15:13:42.476Z,343.0,8.12,-0.689,-0.325,-0.674
2020-01-02T15:15:21.719Z,338.0,7.21,0.152,-1.22,-0.706
2020-01-02T15:17:00.963Z,341.0,7.68,-0.0617,-0.949,-0.844
2020-01-02T15:18:40.207Z,341.0,7.53,0.275,-1.17,-0.842
2020-01-02T15:20:19.451Z,340.0,7.56,0.289,-1.13,-1.05
2020-01-02T15:21:58.695Z,342.0,7.6,-0.12,-0.923,-1.24
2020-01-02T15:23:37.939Z,340.0,7.48,-0.0599,-0.9,-1.2
2020-01-02T15:25:17.183Z,340.0,7.49,-0.18,-1.21,-0.851
2020-01-02T15:26:56.427Z,339.0,8.03,0.254,-0.958,-1.02
2020-01-02T15:28:35.670Z,336.0,7.46,0.854,-0.536,-1.0
2020-01-02T15:30:14.914Z,335.0,7.52,0.65,-0.366,-1.24
2020-01-02T15:31:54.158Z,342.0,7.64,-0.659,-0.316,-1.42
2020-01-02T15:33:33.402Z,344.0,7.6,-0.837,-0.398,-1.67
2020-01-02T15:35:12.646Z,341.0,7.25,-0.00259,-0.933,-1.22
2020-01-02T15:36:51.890Z,334.0,7.71,0.854,-1.04,-0.628
2020-01-02T15:38:31.134Z,340.0,7.54,-0.291,-0.887,-1.39
2020-01-02T15:40:10.378Z,343.0,7.73,-0.696,-0.281,-1.61
2020-01-02T15:41:49.622Z,343.0,7.74,-0.379,-0.155,-1.03
2020-01-02T15:43:28.865Z,340.0,9.7,-0.259,0.141,-0.379
2020-01-02T15:45:08.109Z,341.0,9.57,-0.402,0.58,-0.68
2020-01-02T15:46:47.353Z,345.0,9.51,0.211,0.448,-0.625
2020-01-02T15:48:26.597Z,340.0,9.77,0.401,-0.0135,-0.569
2020-01-02T15:50:05.841Z,338.0,10.1,0.71,-0.24,-0.764
2020-01-02T15:51:45.085Z,338.0,10.3,0.27,-0.0441,-0.775
2020-01-02T15:53:24.329Z,338.0,10.3,0.337,-0.193,-0.924
2020-01-02T15:55:03.573Z,338.0,10.3,0.777,-0.201,-0.379
2020-01-02T15:56:42.816Z,340.0,10.5,0.262,-0.068,-0.364
2020-01-02T15:58:22.060Z,341.0,10.2,0.116,0.18,-0.909
2020-01-02T16:00:01.304Z,341.0,10.5,0.0924,0.263,-1.28
2020-01-02T16:01:40.548Z,340.0,10.0,0.15,0.404,-1.23
2020-01-02T16:03:19.792Z,338.0,10.0,0.457,0.344,-0.915
2020-01-02T16:04:59.036Z,338.0,10.1,0.741,0.091,-0.144
2020-01-02T16:06:38.280Z,336.0,10.2,0.652,-0.352,0.4
2020-01-02T16:08:17.524Z,335.0,10.3,1.18,0.0252,0.797
2020-01-02T16:09:56.768Z,339.0,10.3,1.52,1.42,0.949
2020-01-02T16:11:32.910Z,342.0,9.04,1.58,1.37,1.45
2020-01-02T16:13:12.154Z,340.0,9.68,1.41,1.61,0.742
2020-01-02T16:14:51.398Z,351.0,7.03,-0.753,2.0,-1.3
2020-01-02T16:16:30.642Z,349.0,6.74,-0.155,2.91,-0.935
2020-01-02T16:18:09.886Z,350.0,6.6,-0.0784,3.08,-1.2
2020-01-02T16:19:46.028Z,348.0,6.4,-0.0771,3.13,-0.879
2020-01-02T16:21:25.272Z,348.0,6.29,-0.0656,3.2,-0.757
2020-01-02T16:23:04.516Z,349.0,6.3,-0.228,3.12,-0.594
2020-01-02T16:24:43.760Z,348.0,6.45,0.0259,3.01,-0.73
2020-01-02T16:26:23.004Z,348.0,6.86,0.368,2.97,-0.42
2020-01-02T16:28:02.248Z,346.0,7.31,0.616,2.74,-0.0392
2020-01-02T16:29:41.491Z,350.0,7.13,0.231,2.72,-0.359
2020-01-02T16:31:20.735Z,348.0,7.33,1.41,1.71,0.542
2020-01-02T16:32:59.979Z,348.0,7.3,1.97,0.617,1.55
2020-01-02T16:34:42.324Z,348.0,7.15,1.92,0.985,1.21
2020-01-02T16:36:21.568Z,348.0,7.2,1.64,1.61,0.874
2020-01-02T16:38:00.812Z,348.0,7.17,1.89,0.703,1.54
2020-01-02T16:39:40.056Z,345.0,6.62,2.45,0.157,1.72
2020-01-02T16:41:19.300Z,346.0,6.29,2.56,0.324,1.75
2020-01-02T16:42:58.544Z,345.0,6.23,2.66,-0.0607,1.69
2020-01-02T16:44:37.788Z,345.0,6.25,2.58,-0.449,1.85
2020-01-02T16:46:17.032Z,347.0,6.13,2.58,-0.816,1.83
2020-01-02T16:47:56.276Z,346.0,6.08,2.6,-1.0,1.76
2020-01-02T16:49:35.519Z,347.0,6.16,2.55,-1.12,1.71
2020-01-02T16:51:14.763Z,347.0,5.87,2.65,-1.1,1.72
2020-01-02T16:52:54.007Z,347.0,5.97,2.55,-1.21,1.76
2020-01-02T16:54:33.251Z,349.0,5.55,2.6,-1.26,1.9
2020-01-02T16:56:12.495Z,350.0,5.46,2.59,-1.45,1.85
2020-01-02T16:57:51.739Z,351.0,5.44,2.67,-1.66,1.91
2020-01-02T16:59:30.983Z,354.0,5.8,2.48,-0.0176,2.1
2020-01-02T17:01:07.125Z,345.0,4.59,2.85,-0.863,2.02
2020-01-02T17:02:46.369Z,345.0,4.77,2.93,-1.35,1.92
2020-01-02T17:04:25.613Z,345.0,5.45,2.82,-0.67,2.19
2020-01-02T17:06:04.857Z,345.0,5.76,2.48,0.0409,2.46
2020-01-02T17:07:44.101Z,349.0,5.51,2.44,1.13,2.41
2020-01-02T17:09:23.345Z,346.0,3.49,2.66,0.327,2.21
2020-01-02T17:11:02.589Z,349.0,5.19,2.64,0.0532,2.44
2020-01-02T17:12:41.832Z,360.0,6.54,1.23,1.15,1.51
2020-01-02T17:14:21.076Z,358.0,5.19,1.78,0.753,2.27
2020-01-02T17:16:03.422Z,352.0,6.2,1.93,0.305,2.48
2020-01-02T17:17:42.666Z,372.0,6.39,-0.622,1.03,2.38
2020-01-02T17:19:21.909Z,358.0,5.98,1.38,0.626,2.21
2020-01-02T17:21:01.153Z,354.0,6.05,2.02,-0.0448,2.13
2020-01-02T17:22:40.397Z,355.0,6.54,1.48,1.07,2.16
2020-01-02T17:25:58.885Z,353.0,7.56,-0.507,2.49,-0.0747
2020-01-02T17:27:38.129Z,354.0,5.98,1.8,0.242,2.03
2020-01-02T17:29:17.373Z,355.0,6.29,1.94,-0.516,1.85
2020-01-02T17:30:56.617Z,355.0,6.11,1.85,-0.527,1.95
2020-01-02T17:32:35.861Z,356.0,6.2,1.9,-0.441,1.81
2020-01-02T17:34:15.104Z,356.0,6.14,1.85,-0.993,1.55
2020-01-02T17:35:54.348Z,355.0,5.91,1.79,-0.908,1.7
2020-01-02T17:37:33.592Z,355.0,6.07,1.71,-0.59,1.86
2020-01-02T17:39:12.836Z,354.0,6.16,1.92,-1.33,1.46
2020-01-02T17:40:52.080Z,353.0,5.58,1.95,-1.61,1.49
2020-01-02T17:42:28.223Z,356.0,5.49,2.05,-1.7,1.48
2020-01-02T17:44:07.466Z,357.0,5.55,1.77,-1.38,1.36
2020-01-02T17:45:46.710Z,346.0,2.6,2.33,-1.22,1.18
2020-01-02T17:47:25.954Z,344.0,2.78,2.77,-0.509,1.56
2020-01-02T17:49:05.198Z,355.0,5.85,2.53,-0.505,1.89
2020-01-02T17:50:44.442Z,357.0,5.03,2.69,-0.344,2.16
2020-01-02T17:52:23.686Z,361.0,5.5,2.67,0.169,2.29
2020-01-02T17:54:02.930Z,362.0,5.23,2.39,-0.719,2.76
2020-01-02T17:55:42.174Z,366.0,5.3,1.5,1.36,2.38
2020-01-02T17:57:21.418Z,364.0,5.57,0.812,2.39,1.7
2020-01-02T17:59:00.661Z,363.0,6.04,1.44,1.74,1.83
2020-01-02T18:00:39.905Z,360.0,5.53,1.25,2.32,1.27
2020-01-02T18:02:19.149Z,371.0,5.05,1.27,2.12,1.46
2020-01-02T18:03:58.393Z,361.0,4.89,0.704,2.93,1.52
2020-01-02T18:05:37.637Z,364.0,5.49,1.58,2.46,1.52
2020-01-02T18:07:16.881Z,364.0,5.19,1.16,2.81,1.21
2020-01-02T18:08:56.125Z,361.0,5.43,0.911,2.91,1.19
2020-01-02T18:10:35.369Z,366.0,5.36,0.875,2.89,0.883
2020-01-02T18:12:11.511Z,368.0,5.96,0.852,2.97,0.979
2020-01-02T18:13:50.755Z,364.0,5.7,1.47,2.37,1.99
2020-01-02T18:15:29.999Z,368.0,5.63,1.53,2.28,2.11
2020-01-02T18:17:09.243Z,366.0,5.79,1.54,1.68,2.42
2020-01-02T18:18:48.487Z,368.0,5.57,0.76,-2.78,1.57
2020-01-02T18:20:27.731Z,366.0,5.99,1.76,-0.897,2.88
2020-01-02T18:22:06.975Z,368.0,5.97,1.55,-0.551,2.94
2020-01-02T18:23:46.219Z,368.0,5.83,0.928,-0.743,3.05
2020-01-02T18:25:25.462Z,372.0,6.28,0.553,0.0103,3.12
2020-01-02T18:27:04.706Z,369.0,6.02,1.03,0.0796,3.0
2020-01-02T18:28:43.950Z,369.0,6.12,1.11,0.271,3.26
2020-01-02T18:30:23.194Z,371.0,5.77,1.14,0.312,3.34
2020-01-02T18:32:02.438Z,371.0,5.9,1.05,-0.378,3.36
2020-01-02T18:33:41.682Z,371.0,5.61,0.897,-0.577,3.68
2020-01-02T18:35:20.926Z,374.0,5.87,0.591,-1.23,3.53
2020-01-02T18:37:00.170Z,373.0,6.0,0.368,-1.33,3.43
2020-01-02T18:38:39.414Z,372.0,5.88,0.764,-1.75,3.24
2020-01-02T18:40:18.657Z,373.0,5.8,0.649,-1.91,3.15
2020-01-02T18:41:57.901Z,370.0,5.8,1.49,-0.908,3.04
2020-01-02T18:43:37.145Z,370.0,6.05,1.38,-0.706,3.33
2020-01-02T18:45:16.389Z,370.0,5.89,1.44,-0.785,3.5
2020-01-02T18:46:55.633Z,370.0,5.64,1.37,-1.09,3.6
2020-01-02T18:48:34.877Z,371.0,5.36,1.18,-1.34,3.72
2020-01-02T18:50:14.121Z,372.0,5.49,0.591,-1.7,3.79
2020-01-02T18:51:53.365Z,367.0,5.86,0.0476,-2.18,3.49
2020-01-02T18:53:29.507Z,377.0,5.71,-0.294,-2.24,3.46
2020-01-02T18:55:08.751Z,375.0,5.02,0.326,-1.93,3.73
2020-01-02T18:56:47.995Z,378.0,5.38,-0.471,-2.29,3.68
2020-01-02T18:58:27.239Z,374.0,5.84,0.0721,-2.22,3.69
2020-01-02T19:00:06.483Z,374.0,5.67,0.134,-1.75,3.95
2020-01-02T19:01:45.727Z,371.0,5.2,0.273,-2.01,4.04
2020-01-02T19:03:24.971Z,372.0,5.54,0.0144,-2.17,3.77
2020-01-02T19:05:04.215Z,376.0,4.99,0.228,-2.19,3.55
2020-01-02T19:06:43.458Z,368.0,5.8,1.0,-1.87,3.87
2020-01-02T19:08:22.702Z,371.0,5.42,0.897,-1.55,4.15
2020-01-02T19:10:01.946Z,371.0,4.9,0.684,-2.63,3.69
2020-01-02T19:11:41.190Z,373.0,5.42,0.417,-3.29,3.34
2020-01-02T19:13:20.434Z,373.0,5.3,0.519,-3.06,3.73
2020-01-02T19:14:59.678Z,372.0,4.9,0.278,-3.08,4.07
2020-01-02T19:16:38.922Z,373.0,5.13,0.115,-3.48,3.95
2020-01-02T19:18:18.166Z,371.0,5.38,0.53,-4.27,3.11
2020-01-02T19:19:57.410Z,373.0,4.73,-0.114,-4.29,3.07
2020-01-02T19:21:36.654Z,374.0,6.61,-1.65,-1.48,4.37
2020-01-02T19:23:15.897Z,377.0,5.74,-1.7,-1.34,4.44
2020-01-02T19:24:55.141Z,374.0,7.43,1.2,-3.71,2.03
2020-01-02T19:26:34.385Z,366.0,5.67,2.55,-4.5,0.204
2020-01-02T19:28:13.629Z,369.0,6.03,2.2,-4.39,0.0671
2020-01-02T19:29:52.873Z,367.0,5.91,1.99,-4.53,0.0725
2020-01-02T19:31:29.016Z,368.0,5.71,1.77,-4.53,0.394
2020-01-02T19:33:08.260Z,371.0,5.76,1.45,-4.51,0.366
2020-01-02T19:34:47.503Z,371.0,5.94,1.41,-4.42,0.612
2020-01-02T19:36:26.747Z,371.0,5.7,1.37,-4.38,0.608
2020-01-02T19:38:05.991Z,371.0,6.4,1.17,-4.24,0.317
2020-01-02T19:39:45.235Z,373.0,6.3,0.843,-4.29,0.151
2020-01-02T19:41:24.479Z,374.0,6.07,0.647,-4.33,0.424
2020-01-02T19:43:03.723Z,374.0,6.28,0.557,-4.4,0.247
2020-01-02T19:44:42.967Z,378.0,5.57,-0.137,-4.69,0.0333
2020-01-02T19:46:25.312Z,380.0,5.08,-0.375,-4.75,-1.18
2020-01-02T19:48:04.556Z,379.0,5.55,0.133,-4.59,-0.498
2020-01-02T19:49:43.800Z,375.0,5.52,1.02,-4.37,-0.993
2020-01-02T19:51:23.044Z,376.0,4.97,0.588,-4.67,-0.812
2020-01-02T19:53:02.288Z,378.0,4.95,0.0422,-4.35,-1.99
2020-01-02T19:54:41.532Z,377.0,5.27,0.0638,-4.31,-0.834
2020-01-02T19:56:20.776Z,374.0,5.75,0.247,-4.26,0.0824
2020-01-02T19:58:00.019Z,373.0,7.13,0.591,-3.6,0.752
2020-01-02T19:59:39.263Z,375.0,7.15,-0.0502,-3.26,1.85
2020-01-02T20:01:18.507Z,376.0,6.63,-0.375,-3.24,1.77
2020-01-02T20:02:57.751Z,378.0,6.79,-0.703,-3.58,1.15
2020-01-02T20:04:33.894Z,376.0,6.92,-0.618,-3.57,1.33
2020-01-02T20:06:13.138Z,375.0,6.99,-0.481,-3.77,1.27
2020-01-02T20:07:52.381Z,381.0,6.87,-1.17,-4.05,0.332
2020-01-02T20:09:31.625Z,376.0,6.97,0.0233,-4.19,0.368
2020-01-02T20:11:10.869Z,378.0,7.0,-0.805,-4.2,0.349
2020-01-02T20:12:47.012Z,378.0,7.07,-0.78,-4.3,0.0217
2020-01-02T20:14:26.256Z,378.0,6.76,-0.962,-4.4,-0.669
2020-01-02T20:16:05.500Z,378.0,6.49,-1.25,-4.39,-0.738
2020-01-02T20:17:44.744Z,376.0,6.89,-1.03,-4.28,-0.868
2020-01-02T20:19:23.988Z,377.0,7.4,-1.08,-4.08,-1.06
2020-01-02T20:21:03.231Z,377.0,6.66,-1.25,-4.08,-1.55
2020-01-02T20:22:42.475Z,378.0,7.2,-1.22,-4.02,-1.87
2020-01-02T20:24:21.719Z,372.0,7.13,-1.92,-2.46,-2.54
2020-01-02T20:26:00.963Z,379.0,5.99,-3.28,-0.52,-3.35
2020-01-02T20:27:43.308Z,380.0,6.54,-2.95,-1.92,-3.3
2020-01-02T20:29:22.552Z,380.0,6.52,-2.67,-2.33,-3.14
2020-01-02T20:31:01.796Z,382.0,6.67,-2.71,-2.08,-3.3
2020-01-02T20:32:41.040Z,381.0,6.83,-2.77,-1.65,-3.23
2020-01-02T20:34:20.284Z,379.0,6.98,-2.66,-2.97,-1.69
2020-01-02T20:35:59.528Z,379.0,6.6,-2.82,-2.64,-2.1
2020-01-02T20:37:38.772Z,378.0,6.98,-2.27,-2.87,-2.07
2020-01-02T20:39:18.016Z,381.0,6.53,-2.21,-2.86,-1.91
2020-01-02T20:40:57.260Z,381.0,7.11,-2.41,-2.85,-2.06
2020-01-02T20:42:33.402Z,378.0,6.98,-2.16,-2.98,-2.26
2020-01-02T20:44:12.646Z,379.0,7.02,-2.1,-2.98,-2.28
2020-01-02T20:45:51.890Z,377.0,7.11,-2.09,-2.81,-2.32
2020-01-02T20:47:31.134Z,379.0,6.81,-2.48,-2.5,-2.29
2020-01-02T20:49:10.378Z,379.0,6.83,-2.59,-2.01,-2.83
2020-01-02T20:50:49.622Z,382.0,6.95,-2.61,-1.44,-2.75
2020-01-02T20:52:28.866Z,383.0,7.6,-1.86,-2.16,-2.34
2020-01-02T20:54:08.110Z,376.0,7.32,-0.725,-2.9,-2.0
2020-01-02T20:55:47.354Z,357.0,5.65,1.45,-4.68,-0.582
2020-01-02T20:57:26.597Z,359.0,5.92,1.04,-4.7,-0.646
2020-01-02T20:59:05.841Z,363.0,5.68,0.92,-4.49,-0.789
2020-01-02T21:00:45.085Z,363.0,5.92,0.666,-4.3,-0.89
2020-01-02T21:02:24.329Z,360.0,6.68,0.65,-4.12,0.262
2020-01-02T21:04:03.573Z,365.0,6.81,0.35,-4.13,-0.0775
2020-01-02T21:05:42.817Z,365.0,6.22,0.317,-4.33,-0.159
2020-01-02T21:07:22.061Z,370.0,6.66,-0.226,-4.25,0.496
2020-01-02T21:09:01.305Z,369.0,6.95,-0.0843,-4.18,0.363
2020-01-02T21:10:40.549Z,360.0,6.47,0.764,-4.08,1.04
2020-01-02T21:12:19.793Z,358.0,6.66,1.25,-3.77,1.47
2020-01-02T21:13:59.037Z,358.0,7.13,0.733,-4.14,0.822
2020-01-02T21:15:38.280Z,357.0,6.71,0.518,-4.2,0.581
2020-01-02T21:17:17.524Z,354.0,6.17,1.11,-4.13,0.799
2020-01-02T21:18:56.768Z,357.0,6.78,1.28,-4.04,0.827
2020-01-02T21:20:36.012Z,359.0,6.96,2.17,-3.66,0.517
2020-01-02T21:22:15.256Z,360.0,6.95,1.22,-4.07,0.485
2020-01-02T21:23:51.399Z,358.0,7.41,1.26,-4.09,0.516
2020-01-02T21:25:30.642Z,360.0,7.3,0.992,-4.15,0.579
2020-01-02T21:27:09.886Z,359.0,7.36,0.982,-4.06,0.798
2020-01-02T21:28:49.130Z,357.0,7.36,1.04,-4.14,0.647
2020-01-02T21:30:28.374Z,356.0,7.56,1.55,-3.86,0.797
2020-01-02T21:32:07.618Z,356.0,7.4,1.65,-3.71,1.03
2020-01-02T21:33:46.861Z,357.0,7.47,1.82,-3.63,1.16
2020-01-02T21:35:26.105Z,356.0,6.7,2.04,-4.06,1.19
2020-01-02T21:37:05.349Z,354.0,6.93,1.99,-4.07,1.6
2020-01-02T21:38:44.592Z,357.0,5.87,1.86,-4.49,1.6
2020-01-02T21:40:23.836Z,358.0,6.08,1.62,-4.46,1.6
2020-01-02T21:42:03.080Z,355.0,6.95,1.26,-4.55,1.14
2020-01-02T21:43:42.323Z,357.0,6.33,1.57,-4.47,1.46
2020-01-02T21:45:21.567Z,359.0,6.7,1.56,-4.27,1.5
2020-01-02T21:47:00.811Z,355.0,7.36,1.58,-3.96,1.62
2020-01-02T21:48:40.054Z,355.0,6.48,1.56,-4.13,2.09
2020-01-02T21:50:19.298Z,354.0,7.0,1.45,-4.35,1.33
2020-01-02T21:51:58.541Z,354.0,7.63,1.7,-4.21,1.28
2020-01-02T21:53:37.785Z,352.0,6.98,1.74,-4.18,1.64
2020-01-02T21:55:17.028Z,354.0,9.39,1.25,-3.56,0.536
2020-01-02T21:56:56.272Z,349.0,9.56,1.05,-3.74,-0.21
2020-01-02T21:58:35.515Z,347.0,11.5,1.28,-3.55,0.265
2020-01-02T22:00:14.758Z,348.0,11.9,1.22,-3.56,0.577
2020-01-02T22:01:50.900Z,349.0,12.0,1.25,-3.57,0.594
2020-01-02T22:03:30.144Z,348.0,13.3,1.29,-3.47,0.6
2020-01-02T22:05:09.387Z,348.0,13.4,1.16,-3.3,0.469
2020-01-02T22:06:48.631Z,348.0,13.4,1.16,-3.3,0.515
2020-01-02T22:08:27.874Z,348.0,13.9,1.07,-3.12,0.317
2020-01-02T22:10:07.117Z,348.0,13.8,1.18,-3.17,0.484
2020-01-02T22:11:46.361Z,348.0,13.5,1.22,-3.34,0.546
2020-01-02T22:13:25.604Z,348.0,13.1,1.34,-3.3,0.742
2020-01-02T22:15:04.847Z,347.0,13.0,1.5,-3.3,1.03
2020-01-02T22:16:44.090Z,346.0,13.5,1.67,-3.17,1.37
2020-01-02T22:18:23.334Z,346.0,13.0,1.59,-3.32,1.46
2020-01-02T22:20:02.577Z,346.0,13.8,1.72,-3.1,1.49
2020-01-02T22:21:41.820Z,347.0,13.0,1.72,-3.04,1.79
2020-01-02T22:23:21.063Z,346.0,13.2,1.72,-2.77,1.96
2020-01-02T22:25:00.307Z,346.0,13.8,1.82,-2.74,1.76
2020-01-02T22:26:39.550Z,345.0,11.6,1.94,-3.07,2.15
2020-01-02T22:28:18.793Z,345.0,12.5,1.7,-2.92,2.35
2020-01-02T22:29:58.036Z,345.0,12.5,1.77,-2.91,2.3
2020-01-02T22:31:34.178Z,346.0,12.8,1.75,-2.85,2.32
2020-01-02T22:33:13.421Z,345.0,12.4,1.65,-2.89,2.37
2020-01-02T22:34:52.664Z,345.0,13.3,1.6,-2.76,1.77
2020-01-02T22:36:31.907Z,345.0,14.0,1.56,-2.49,1.27
2020-01-02T22:38:11.151Z,346.0,14.1,1.72,-1.97,0.77
2020-01-02T22:39:47.292Z,345.0,13.9,1.33,-2.24,1.42
2020-01-02T22:41:26.536Z,346.0,13.9,1.72,-2.54,1.66
2020-01-02T22:43:05.779Z,345.0,13.4,1.89,-2.51,1.76
2020-01-02T22:44:45.022Z,345.0,13.7,1.96,-2.55,1.84
2020-01-02T22:46:24.265Z,346.0,14.2,1.8,-2.17,1.8
2020-01-02T22:48:03.508Z,346.0,14.5,1.2,-1.98,1.29
2020-01-02T22:49:42.751Z,346.0,14.7,1.37,-2.0,1.72
2020-01-02T22:51:21.994Z,345.0,13.8,1.37,-2.1,1.92
2020-01-02T22:53:01.237Z,345.0,14.7,1.36,-1.96,1.89
2020-01-02T22:54:40.480Z,345.0,15.0,1.5,-1.91,1.82
2020-01-02T22:56:19.723Z,344.0,14.0,1.45,-1.6,2.08
2020-01-02T22:57:58.966Z,344.0,14.8,1.46,-1.01,1.92
2020-01-02T22:59:38.209Z,344.0,15.0,1.22,-1.44,1.7
2020-01-02T23:01:17.453Z,345.0,15.4,1.44,-1.04,1.7
2020-01-02T23:02:56.696Z,344.0,15.3,1.34,-0.82,1.61
2020-01-02T23:04:35.939Z,343.0,14.6,1.6,-0.919,1.71
2020-01-02T23:06:15.182Z,339.0,15.4,1.45,-0.851,1.33
2020-01-02T23:07:54.425Z,339.0,16.4,1.27,-0.565,1.25
2020-01-02T23:09:30.566Z,340.0,16.7,1.32,-0.548,1.37
2020-01-02T23:11:09.809Z,341.0,16.5,1.37,-0.413,1.1
2020-01-02T23:12:49.052Z,342.0,15.6,1.47,-0.537,1.03
2020-01-02T23:14:28.295Z,340.0,16.4,1.48,-0.547,1.06
2020-01-02T23:16:07.538Z,340.0,16.2,1.5,-0.673,0.92
2020-01-02T23:17:46.781Z,340.0,16.5,1.33,-0.469,0.975
2020-01-02T23:19:26.024Z,339.0,16.4,1.25,-0.236,1.11
2020-01-02T23:21:08.369Z,340.0,16.7,0.868,0.156,0.904
2020-01-02T23:22:47.612Z,340.0,17.2,1.02,-0.063,0.819
2020-01-02T23:24:26.855Z,339.0,17.0,0.937,0.141,0.933
2020-01-02T23:26:06.098Z,340.0,18.0,0.991,-0.267,0.546
2020-01-02T23:27:45.341Z,339.0,16.9,1.38,-0.00139,0.522
2020-01-02T23:29:24.584Z,340.0,17.0,1.49,-0.142,0.392
2020-01-02T23:31:03.827Z,337.0,15.0,1.44,-0.318,0.43
2020-01-02T23:32:43.070Z,340.0,17.0,1.33,-0.375,0.299
2020-01-02T23:34:22.313Z,340.0,17.0,1.31,-0.364,0.315
2020-01-02T23:36:01.556Z,340.0,17.2,1.13,-0.194,0.518
2020-01-02T23:37:40.798Z,340.0,17.0,1.15,-0.346,0.213
2020-01-02T23:39:16.940Z,340.0,17.2,0.891,-0.189,0.194
2020-01-02T23:40:56.183Z,341.0,17.2,1.42,-0.396,0.348
2020-01-02T23:42:35.426Z,342.0,17.6,1.59,-0.327,0.493
2020-01-02T23:44:14.669Z,341.0,17.1,1.54,-0.254,0.552
2020-01-02T23:45:53.912Z,342.0,17.1,1.55,-0.0585,0.739
2020-01-02T23:47:30.054Z,341.0,17.1,1.52,0.0855,0.851
2020-01-02T23:49:09.297Z,341.0,17.1,1.58,0.111,0.833
2020-01-02T23:50:48.540Z,341.0,17.1,1.58,0.127,0.892
2020-01-02T23:52:27.783Z,342.0,16.9,1.82,-0.109,0.699
2020-01-02T23:54:07.026Z,341.0,17.0,1.81,-0.0224,0.807
